0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
999,45,43,17,24,29,999,40,999,999,19,42,21,16,999,27,18,34,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,34,999,18,24,43,999,999,17,27,38,28,41,29,999,28,999,20,45,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,27,999,43,34,32,43,31,26,20,999,30,44,999,45,999,999,999,18,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,43,999,21,22,999,23,45,999,27,999,999,44,999,999,31,38,999,38,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,23,39,999,28,41,999,999,999,999,37,999,26,18,22,44,999,45,18,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,24,20,17,999,32,999,999,25,999,999,26,34,29,43,999,16,36,19,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,23,35,999,32,999,24,44,45,999,45,41,999,999,999,999,30,22,37,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,34,999,32,999,20,999,999,42,22,16,24,999,43,999,34,38,21,18,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,43,999,999,20,999,999,23,38,999,41,34,30,999,28,999,29,35,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,21,18,45,43,999,999,999,999,45,40,26,999,999,40,41,999,999,20,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,20,42,30,30,18,33,30,43,24,22,999,29,999,36,32,43,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,34,39,30,22,41,32,40,32,39,32,23,999,44,25,999,17,999,40,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,25,25,38,31,38,999,21,999,21,999,20,999,44,26,999,22,37,37,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,44,999,999,999,999,37,42,26,42,999,27,999,42,999,24,999,999,22,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,20,17,21,999,18,16,30,44,44,999,999,999,29,44,999,999,20,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,19,999,40,41,34,27,25,45,999,999,38,27,36,999,35,999,41,18,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,22,999,21,19,21,999,38,38,25,999,37,999,30,29,25,999,24,30,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,39,36,42,37,999,35,21,22,30,35,23,999,38,32,30,33,40,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,37,27,999,27,40,38,28,41,999,24,38,999,22,999,20,30,24,40,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,43,999,999,999,25,999,26,999,999,999,42,27,35,30,999,25,33,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,29,38,19,999,21,27,25,20,21,23,37,999,32,29,999,31,35,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,42,41,21,999,21,45,999,999,999,27,999,999,999,999,999,999,999,35,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,29,31,40,999,999,999,39,999,39,26,999,30,999,999,40,33,35,34,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,36,999,17,37,17,42,42,999,999,42,44,16,26,25,34,42,20,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,43,999,27,34,42,40,999,24,31,43,21,26,999,40,999,16,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,32,39,27,18,21,31,29,999,25,27,42,39,16,25,44,999,45,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,28,35,19,17,44,30,22,999,30,999,33,42,18,18,21,30,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,40,24,999,33,19,999,39,32,45,45,999,999,999,31,18,41,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,39,38,999,999,41,17,45,26,29,21,43,31,999,24,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,44,40,34,38,27,26,999,45,40,999,999,28,24,19,33,32,38,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,27,29,17,42,999,24,44,999,44,39,17,28,17,21,999,30,31,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,33,45,26,20,999,37,35,42,40,30,31,24,999,20,34,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,31,30,30,30,18,42,43,25,22,999,999,20,21,34,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,35,39,23,22,32,31,999,26,35,31,30,23,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,37,999,40,26,999,25,999,999,17,999,35,31,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,41,37,45,999,999,29,28,38,29,42,24,29,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,19,999,25,34,36,999,26,999,34,999,40,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,45,21,25,999,33,36,32,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,31,44,42,41,26,27,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,40,999,16,42,29,17,999,44,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,27,999,999,999,34,22,999,17
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,29,17,36,23,999,17,19,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,45,21,44,999,43,999,20
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,28,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,42,39,28,43,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,43,999,999,22
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,37,28,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,45
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
